"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_type_ID","decision_type","count_decisions"
184,1989,1,"Competition","COMP",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
185,1989,1,"Competition","COMP",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
186,1989,1,"Competition","COMP",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
187,1989,1,"Competition","COMP",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
188,1989,1,"Competition","COMP",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
189,1989,1,"Competition","COMP",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
190,1989,1,"Competition","COMP",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
191,1989,1,"Competition","COMP",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
192,1989,1,"Competition","COMP",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
193,1989,1,"Competition","COMP",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
194,1989,1,"Competition","COMP",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
195,1989,1,"Competition","COMP",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
196,1989,1,"Competition","COMP",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
197,1989,1,"Competition","COMP",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
198,1989,1,"Competition","COMP",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
199,1989,1,"Competition","COMP",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
200,1989,1,"Competition","COMP",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
201,1989,1,"Competition","COMP",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
202,1989,1,"Competition","COMP",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
203,1989,1,"Competition","COMP",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
204,1989,1,"Competition","COMP",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
205,1989,1,"Competition","COMP",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
206,1989,1,"Competition","COMP",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
207,1989,1,"Competition","COMP",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
208,1989,1,"Competition","COMP",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
209,1989,1,"Competition","COMP",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
210,1989,1,"Competition","COMP",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
211,1989,1,"Competition","COMP",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
212,1989,1,"Competition","COMP",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
213,1989,1,"Competition","COMP",2,"Individual application",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
214,1989,1,"Competition","COMP",2,"Individual application",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
215,1989,1,"Competition","COMP",2,"Individual application",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
216,1989,1,"Competition","COMP",2,"Individual application",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
217,1989,1,"Competition","COMP",2,"Individual application",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
218,1989,1,"Competition","COMP",2,"Individual application",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
219,1989,1,"Competition","COMP",2,"Individual application",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
220,1989,1,"Competition","COMP",2,"Individual application",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
221,1989,1,"Competition","COMP",3,"Ad hoc",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
222,1989,1,"Competition","COMP",3,"Ad hoc",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
223,1989,1,"Competition","COMP",3,"Ad hoc",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
224,1989,1,"Competition","COMP",3,"Ad hoc",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
225,1989,1,"Competition","COMP",3,"Ad hoc",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
226,1989,1,"Competition","COMP",3,"Ad hoc",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
227,1989,1,"Competition","COMP",3,"Ad hoc",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
228,1989,1,"Competition","COMP",3,"Ad hoc",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
229,1989,1,"Competition","COMP",3,"Ad hoc",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
230,1989,1,"Competition","COMP",3,"Ad hoc",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
231,1989,1,"Competition","COMP",3,"Ad hoc",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
232,1989,1,"Competition","COMP",3,"Ad hoc",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
233,1989,1,"Competition","COMP",3,"Ad hoc",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
234,1989,1,"Competition","COMP",3,"Ad hoc",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
235,1989,1,"Competition","COMP",3,"Ad hoc",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
236,1989,1,"Competition","COMP",3,"Ad hoc",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
237,1989,1,"Competition","COMP",3,"Ad hoc",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
238,1989,1,"Competition","COMP",3,"Ad hoc",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
239,1989,1,"Competition","COMP",3,"Ad hoc",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
240,1989,1,"Competition","COMP",3,"Ad hoc",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
241,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
242,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
243,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
244,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
245,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
246,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
247,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
248,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
249,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
250,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
251,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
252,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
253,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",13,"Article 10(2) of Council Regulation (EU) 2015/1589: withdrawal of notification (after formal investigation procedure)",0
254,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",14,"Article 11 of Council Regulation (EU) 2015/1589: revocation of a decision",0
255,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",15,"Article 12(3) of Council Regulation (EU) 2015/1589: information injunction",0
256,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",16,"Article 13(1) of Council Regulation (EU) 2015/1589: suspension injunction",0
257,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",17,"Article 14 of Council Regulation (EU) 2015/1589: referral to the Court of Justice (non-compliance with an injunction)",0
258,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",18,"Article 22 of Council Regulation (EU) 2015/1589: proposal for appropriate measures",0
259,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",19,"Article 108(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Commission decision)",0
260,1989,2,"Agriculture and Rural Development","AGRI",1,"Scheme",20,"Article 260(2) of the Treaty on the Functioning of the European Union (TFEU): referral to the Court of Justice (non-compliance with a Court judgment)",0
261,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",1,"Article 108(4) of the Treaty on the Functioning of the European Union (TFEU): exempt from notification under Article 108(3)",0
262,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",2,"Article 4(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid",0
263,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",3,"Article 4(3) of Council Regulation (EU) 2015/1589: decision not to raise objections",0
264,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",4,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to initiate the formal investigation procedure",0
265,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",5,"Article 4(4) of Council Regulation (EU) 2015/1589: decision to extend proceedings",0
266,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",6,"Article 9(2) of Council Regulation (EU) 2015/1589: decision does not constitute aid (after formal investigation procedure)",0
267,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",7,"Article 9(3) of Council Regulation (EU) 2015/1589: positive decision",0
268,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",8,"Article 9(4) of Council Regulation (EU) 2015/1589: conditional decision",0
269,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",9,"Article 9(5) of Council Regulation (EU) 2015/1589: negative decision on notified aid",0
270,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",10,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision without recovery",0
271,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",11,"Articles 9(5) and 16(1) of Council Regulation (EU) 2015/1589: negative decision with recovery",0
272,1989,2,"Agriculture and Rural Development","AGRI",2,"Individual application",12,"Article 10(1) of Council Regulation (EU) 2015/1589: withdrawal of notification (before formal investigation procedure)",0
